"id","activityid","date"
1005,4462,"2021-11-23"
1006,1382,"2017-09-26"
1007,14516,"2022-04-03"
1008,11026,"2024-06-02"
1009,10161,"2021-07-13"
1010,4671,"2023-09-29"
1011,9217,"2021-07-23"
1012,2817,"2024-09-02"
1013,11251,"2017-05-14"
1014,9740,"2021-06-20"
1015,12028,"2020-10-13"
1016,11738,"2021-11-06"
1017,13050,"2018-03-27"
1018,7972,"2022-11-13"
1019,871,"2017-10-30"
1020,14351,"2021-12-08"
1021,12216,"2021-04-03"
1022,1610,"2017-11-18"
1023,3868,"2024-06-16"
1024,10650,"2022-08-12"
1025,10127,"2023-11-10"
1026,7036,"2018-11-05"
1027,6399,"2017-10-04"
1028,7508,"2019-01-16"
1029,8283,"2019-07-01"
1030,5597,"2024-11-27"
1031,7783,"2019-11-14"
1032,5866,"2021-11-30"
1033,14210,"2021-11-06"
1034,9047,"2019-01-09"
1035,80,"2018-11-10"
1036,11777,"2023-05-19"
1037,10058,"2019-03-14"
1038,10502,"2021-12-27"
1039,10609,"2021-10-02"
1040,12454,"2021-02-04"
1041,8805,"2023-02-23"
1042,6564,"2019-07-09"
1043,9774,"2023-07-19"
1044,14270,"2018-05-18"
1045,5399,"2024-07-04"
1046,14098,"2018-02-07"
1047,7379,"2020-04-12"
1048,11190,"2024-07-13"
1049,9835,"2024-11-30"
1050,6597,"2017-12-01"
1051,13164,"2017-04-04"
1052,5346,"2023-05-08"
1053,6106,"2021-04-10"
1054,3013,"2017-03-30"
1055,2993,"2022-03-05"
1056,13567,"2021-11-20"
1057,14749,"2017-12-20"
1058,5202,"2020-06-05"
1059,485,"2024-10-17"
1060,2444,"2019-08-10"
1061,11300,"2024-02-21"
1062,7065,"2019-07-26"
1063,581,"2021-09-26"
1064,5033,"2019-08-31"
1065,2954,"2022-05-31"
1066,5383,"2022-12-01"
1067,4158,"2017-04-10"
1068,917,"2024-10-15"
1069,1247,"2023-03-21"
1070,13858,"2020-12-02"
1071,15,"2021-12-02"
1072,6432,"2018-08-12"
1073,7080,"2018-02-16"
1074,6330,"2024-11-17"
1075,8481,"2020-09-23"
1076,14617,"2017-11-06"
1077,3463,"2021-12-25"
1078,11969,"2023-04-19"
1079,14465,"2018-03-16"
1080,14691,"2017-08-22"
1081,7739,"2021-02-26"
1082,14790,"2020-07-20"
1083,1779,"2022-02-15"
1084,508,"2019-01-03"
1085,13806,"2017-01-19"
1086,2756,"2020-01-26"
1087,14901,"2021-05-02"
1088,7698,"2020-07-12"
1089,907,"2017-07-02"
1090,5806,"2020-06-20"
1091,11565,"2017-10-25"
1092,1463,"2017-02-28"
1093,2713,"2022-01-18"
1094,2526,"2022-06-03"
1095,1230,"2021-12-30"
1096,4843,"2022-05-04"
1097,12812,"2022-08-08"
1098,13725,"2022-02-01"
1099,6686,"2018-05-08"
1100,2285,"2020-08-05"
1101,3278,"2020-09-06"
1102,2008,"2019-06-24"
1103,4164,"2023-02-05"
1104,7360,"2021-05-12"
1105,840,"2023-11-22"
1106,11885,"2021-04-20"
1107,13420,"2023-01-17"
1108,3505,"2022-07-25"
1109,8996,"2018-09-18"
1110,13119,"2020-08-03"
1111,11068,"2020-05-16"
1112,1038,"2018-04-11"
1113,10576,"2019-06-06"
1114,12488,"2020-11-04"
1115,4730,"2018-06-02"
1116,5827,"2021-09-11"
1117,13087,"2017-01-02"
1118,2345,"2019-05-20"
1119,14187,"2018-01-30"
1120,9156,"2023-12-07"
1121,3888,"2017-10-11"
1122,2452,"2018-07-08"
1123,4855,"2018-08-29"
1124,6584,"2019-10-16"
1125,3279,"2023-10-26"
1126,10035,"2018-07-13"
1127,7042,"2019-12-31"
1128,2135,"2021-01-15"
1129,1344,"2018-11-27"
1130,4799,"2023-10-11"
1131,13265,"2021-12-31"
1132,5708,"2022-01-04"
1133,12198,"2018-12-20"
1134,4725,"2024-11-04"
1135,2026,"2022-05-28"
1136,5946,"2022-02-02"
1137,5015,"2021-02-23"
1138,2881,"2020-09-19"
1139,4263,"2024-04-27"
1140,2267,"2023-06-06"
1141,1914,"2021-04-12"
1142,7275,"2020-02-06"
1143,5622,"2020-05-16"
1144,46,"2024-02-01"
1145,452,"2021-08-18"
1146,7242,"2018-08-01"
1147,10586,"2020-02-02"
1148,10350,"2021-07-21"
1149,12289,"2023-10-01"
1150,3335,"2021-01-15"
1151,1840,"2018-10-28"
1152,6367,"2024-06-28"
1153,5241,"2022-01-08"
1154,2186,"2021-08-08"
1155,1650,"2018-10-08"
1156,14750,"2023-06-10"
1157,2516,"2017-12-28"
1158,900,"2017-07-02"
1159,14848,"2018-01-26"
1160,4565,"2023-07-01"
1161,6406,"2023-08-20"
1162,2072,"2019-12-25"
1163,3885,"2021-12-06"
1164,13816,"2023-06-02"
1165,4780,"2017-06-08"
1166,10690,"2022-09-23"
1167,14229,"2017-03-19"
1168,4414,"2018-04-02"
1169,6360,"2017-08-27"
1170,9374,"2019-07-20"
1171,1521,"2022-07-18"
1172,2700,"2023-06-13"
1173,984,"2020-10-25"
1174,2857,"2022-11-13"
1175,5292,"2024-07-02"
1176,8599,"2022-04-04"
1177,8570,"2024-05-30"
1178,13581,"2017-03-22"
1179,5802,"2020-10-19"
1180,3087,"2017-10-08"
1181,12223,"2021-09-30"
1182,10438,"2024-09-24"
1183,13048,"2019-01-27"
1184,2632,"2018-12-25"
1185,4045,"2018-07-23"
1186,6820,"2020-03-01"
1187,5729,"2022-06-11"
1188,11594,"2022-06-03"
1189,1035,"2017-08-10"
1190,3380,"2020-07-23"
1191,171,"2022-03-28"
1192,10826,"2023-05-11"
1193,649,"2020-05-08"
1194,11129,"2024-10-01"
1195,12159,"2019-12-07"
1196,9294,"2018-11-21"
1197,6045,"2020-11-22"
1198,7848,"2020-08-25"
1199,5016,"2017-01-02"
1200,5589,"2023-06-08"
1201,2651,"2018-05-10"
1202,12972,"2018-08-18"
1203,6806,"2022-10-26"
1204,10245,"2017-12-27"
1205,2769,"2022-09-05"
1206,991,"2023-03-09"
1207,14597,"2018-05-26"
1208,10845,"2024-10-24"
1209,1138,"2018-11-18"
1210,12126,"2018-04-22"
1211,12738,"2023-08-29"
1212,4034,"2017-08-10"
1213,363,"2017-05-12"
1214,8622,"2024-01-10"
1215,2077,"2022-09-08"
1216,1020,"2022-03-11"
1217,11793,"2022-11-16"
1218,12820,"2020-11-09"
1219,2117,"2024-04-12"
1220,1050,"2020-07-24"
1221,767,"2017-05-29"
1222,6609,"2021-12-03"
1223,13168,"2018-10-25"
1224,14405,"2017-02-24"
1225,13356,"2021-02-14"
1226,2082,"2024-05-20"
1227,9675,"2023-02-12"
1228,6644,"2019-02-19"
1229,2035,"2023-07-12"
1230,383,"2017-07-18"
1231,14623,"2024-08-01"
1232,10634,"2021-09-28"
1233,12310,"2020-12-25"
1234,12382,"2023-07-21"
1235,12328,"2017-01-25"
1236,8773,"2022-06-11"
1237,8779,"2024-06-25"
1238,11317,"2021-06-07"
1239,8217,"2019-01-22"
1240,9153,"2024-07-15"
1241,9659,"2018-06-08"
1242,1088,"2023-12-21"
1243,14357,"2023-09-04"
1244,12295,"2022-08-10"
1245,14776,"2022-07-19"
1246,5239,"2018-05-03"
1247,9059,"2019-12-02"
1248,13891,"2018-01-17"
1249,7498,"2024-03-01"
1250,8992,"2020-05-02"
1251,14541,"2024-11-21"
1252,5178,"2017-10-05"
1253,3344,"2019-03-16"
1254,5579,"2023-12-02"
1255,13169,"2021-06-03"
1256,2529,"2023-07-08"
1257,12400,"2018-01-19"
1258,9459,"2019-06-06"
1259,11454,"2020-11-08"
1260,9077,"2023-04-11"
1261,5305,"2019-04-07"
1262,4337,"2021-07-20"
1263,442,"2018-06-13"
1264,12675,"2021-07-24"
1265,8441,"2017-08-31"
1266,360,"2017-09-29"
1267,11730,"2021-03-13"
1268,1771,"2024-11-16"
1269,13482,"2020-11-22"
1270,11789,"2020-12-09"
1271,1543,"2020-04-14"
1272,13465,"2018-01-18"
1273,747,"2019-06-11"
1274,1812,"2022-01-22"
1275,10304,"2022-10-05"
1276,10433,"2020-05-07"
1277,5381,"2024-11-30"
1278,7169,"2022-12-01"
1279,4490,"2024-10-01"
1280,9441,"2021-08-19"
1281,12863,"2017-08-18"
1282,9667,"2021-07-11"
1283,9165,"2024-03-31"
1284,6589,"2024-04-14"
1285,13349,"2021-02-15"
1286,3503,"2024-03-18"
1287,932,"2024-02-15"
1288,5524,"2022-01-14"
1289,7489,"2017-09-12"
1290,12839,"2019-01-20"
1291,8325,"2023-01-12"
1292,4541,"2020-12-09"
1293,841,"2020-08-14"
1294,7953,"2024-02-21"
1295,6179,"2021-07-20"
1296,6985,"2024-07-13"
1297,13536,"2018-10-16"
1298,4934,"2021-06-08"
1299,12071,"2019-04-01"
1300,1496,"2024-12-12"
1301,12850,"2022-09-14"
1302,10121,"2023-05-03"
1303,7601,"2021-04-27"
1304,8015,"2023-12-28"
1305,615,"2018-11-12"
1306,2757,"2024-07-09"
1307,5895,"2018-05-12"
1308,12487,"2018-09-10"
1309,3494,"2023-06-19"
1310,14294,"2019-05-15"
1311,1458,"2022-01-11"
1312,1563,"2023-02-23"
1313,2363,"2024-05-16"
1314,7616,"2019-03-12"
1315,1440,"2023-11-08"
1316,11801,"2023-12-04"
1317,6301,"2022-03-18"
1318,5527,"2019-09-29"
1319,5792,"2024-04-21"
1320,13024,"2024-04-08"
1321,13964,"2022-02-11"
1322,14292,"2020-06-01"
1323,13342,"2019-04-30"
1324,3018,"2017-01-31"
1325,1140,"2021-11-28"
1326,9222,"2019-03-09"
1327,13671,"2022-06-16"
1328,14732,"2020-03-08"
1329,13935,"2022-12-29"
1330,6302,"2017-04-17"
1331,3579,"2017-04-14"
1332,103,"2017-03-02"
1333,12570,"2024-12-30"
1334,4804,"2017-06-02"
1335,11292,"2022-07-26"
1336,7844,"2021-11-26"
1337,12501,"2017-01-28"
1338,13698,"2022-09-14"
1339,3934,"2018-03-28"
1340,1709,"2023-04-02"
1341,2536,"2019-10-11"
1342,740,"2023-11-04"
1343,5309,"2021-07-15"
1344,14228,"2024-04-10"
1345,3809,"2019-01-27"
1346,6824,"2020-08-26"
1347,1199,"2018-08-18"
1348,14022,"2023-08-09"
1349,7829,"2024-02-23"
1350,1018,"2019-12-13"
1351,14319,"2017-11-11"
1352,14256,"2017-02-25"
1353,5410,"2023-04-30"
1354,9370,"2023-05-02"
1355,13933,"2021-01-11"
1356,6171,"2022-10-15"
1357,8552,"2022-04-30"
1358,13918,"2023-05-28"
1359,5408,"2023-03-10"
1360,6635,"2023-04-26"
1361,14592,"2018-06-13"
1362,9407,"2020-12-24"
1363,10814,"2021-09-27"
1364,1080,"2023-10-18"
1365,14730,"2017-07-10"
1366,109,"2023-06-18"
1367,314,"2023-12-13"
1368,9358,"2021-11-19"
1369,13015,"2019-04-28"
1370,8349,"2024-10-04"
1371,13604,"2017-08-25"
1372,6697,"2021-10-17"
1373,7761,"2021-12-18"
1374,4948,"2019-03-25"
1375,12424,"2018-04-02"
1376,4352,"2023-12-15"
1377,10097,"2021-11-10"
1378,1348,"2017-12-17"
1379,14147,"2021-01-23"
1380,3367,"2023-01-18"
1381,6023,"2019-10-17"
1382,5466,"2017-03-18"
1383,8658,"2017-11-05"
1384,14954,"2022-04-13"
1385,4795,"2019-10-22"
1386,2720,"2020-03-28"
1387,1584,"2017-06-14"
1388,4058,"2020-09-28"
1389,7870,"2019-12-01"
1390,5353,"2023-05-29"
1391,6906,"2018-08-02"
1392,14184,"2017-05-11"
1393,2221,"2023-11-28"
1394,4356,"2019-09-13"
1395,5428,"2017-03-31"
1396,7454,"2019-07-19"
1397,7966,"2020-02-01"
1398,894,"2017-09-03"
1399,500,"2021-01-16"
1400,2310,"2019-12-17"
1401,12873,"2022-01-19"
1402,10493,"2017-04-29"
1403,10066,"2021-12-15"
1404,1413,"2021-10-21"
1405,4773,"2019-08-30"
1406,7102,"2023-04-28"
1407,7624,"2018-04-10"
1408,4752,"2017-07-04"
1409,272,"2018-07-14"
1410,5714,"2021-03-12"
1411,10908,"2021-06-09"
1412,13202,"2024-06-02"
1413,3590,"2020-08-26"
1414,2934,"2021-11-08"
1415,7553,"2020-08-30"
1416,7931,"2020-06-08"
1417,1117,"2024-01-17"
1418,9614,"2021-06-30"
1419,6084,"2018-12-26"
1420,1271,"2018-07-05"
1421,11939,"2020-10-30"
1422,13574,"2022-04-13"
1423,2219,"2022-08-05"
1424,14744,"2024-01-25"
1425,12868,"2020-02-18"
1426,3758,"2020-05-06"
1427,9616,"2020-03-11"
1428,13552,"2018-12-21"
1429,14902,"2020-07-04"
1430,12396,"2017-02-27"
1431,12313,"2018-09-11"
1432,6265,"2017-05-15"
1433,10012,"2019-07-26"
1434,13838,"2021-02-17"
1435,9728,"2020-05-01"
1436,8408,"2021-09-09"
1437,8959,"2020-08-23"
1438,14809,"2023-08-27"
1439,2110,"2022-09-10"
1440,9940,"2020-03-26"
1441,14264,"2024-04-28"
1442,14651,"2023-02-10"
1443,13127,"2023-03-27"
1444,6478,"2021-09-12"
1445,6739,"2023-03-07"
1446,7982,"2017-08-07"
1447,1406,"2024-09-12"
1448,10570,"2020-12-18"
1449,4033,"2022-06-03"
1450,10923,"2019-07-29"
1451,10758,"2022-10-24"
1452,5392,"2018-01-29"
1453,14943,"2024-07-23"
1454,12743,"2017-08-06"
1455,9965,"2019-05-15"
1456,194,"2023-10-22"
1457,9293,"2023-04-26"
1458,11410,"2019-10-29"
1459,13059,"2023-04-30"
1460,14439,"2022-05-06"
1461,7551,"2021-09-29"
1462,8474,"2023-03-16"
1463,5976,"2020-10-31"
1464,10786,"2018-04-10"
1465,8049,"2020-03-30"
1466,6193,"2022-03-09"
1467,5289,"2023-12-13"
1468,9412,"2018-01-21"
1469,8169,"2022-01-06"
1470,3954,"2024-04-26"
1471,4900,"2017-06-25"
1472,14859,"2018-10-23"
1473,198,"2024-07-18"
1474,8791,"2019-07-03"
1475,8975,"2024-02-29"
1476,7,"2024-05-09"
1477,13094,"2021-06-22"
1478,8197,"2017-03-23"
1479,4473,"2019-05-29"
1480,12351,"2017-10-04"
1481,2567,"2023-07-06"
1482,3268,"2021-05-25"
1483,10214,"2024-07-15"
1484,12149,"2020-12-23"
1485,8612,"2023-04-14"
1486,12145,"2022-11-27"
1487,10039,"2019-11-27"
1488,5942,"2017-04-22"
1489,7708,"2024-06-13"
1490,13443,"2018-08-29"
1491,4032,"2021-02-27"
1492,808,"2020-10-12"
1493,5048,"2017-04-10"
1494,10425,"2018-05-21"
1495,4996,"2022-08-30"
1496,4706,"2022-05-31"
1497,4568,"2024-10-27"
1498,14803,"2022-03-10"
1499,11828,"2017-07-10"
1500,13469,"2023-10-14"
1501,5231,"2024-12-29"
1502,5338,"2022-12-28"
1503,14558,"2023-10-27"
1504,13305,"2023-03-18"
1505,3227,"2021-06-12"
1506,8996,"2022-06-09"
1507,9711,"2021-03-07"
1508,9394,"2024-03-03"
1509,6544,"2023-02-25"
1510,10835,"2021-08-23"
1511,9448,"2018-04-09"
1512,8776,"2019-11-26"
1513,9334,"2019-10-06"
1514,612,"2022-10-07"
1515,1875,"2017-07-07"
1516,2829,"2024-04-07"
1517,2890,"2019-09-23"
1518,3183,"2020-03-16"
1519,2957,"2017-06-17"
1520,6209,"2021-01-23"
1521,924,"2018-01-01"
1522,11431,"2017-01-18"
1523,5449,"2018-08-08"
1524,9934,"2023-08-01"
1525,639,"2021-09-18"
1526,8714,"2024-02-13"
1527,7574,"2020-11-18"
1528,10522,"2021-06-28"
1529,6759,"2017-11-12"
1530,3242,"2021-01-01"
1531,9332,"2023-02-11"
1532,5179,"2020-12-20"
1533,6442,"2018-08-28"
1534,3466,"2022-01-10"
1535,9,"2022-12-30"
1536,13307,"2024-06-19"
1537,480,"2018-06-25"
1538,209,"2020-12-08"
1539,8330,"2017-10-31"
1540,3742,"2024-10-27"
1541,12004,"2017-01-28"
1542,13568,"2017-06-09"
1543,1084,"2017-06-30"
1544,4632,"2020-11-02"
1545,6274,"2023-05-17"
1546,11072,"2020-03-02"
1547,12811,"2024-09-08"
1548,1155,"2017-07-02"
1549,8153,"2020-04-23"
1550,8733,"2024-02-02"
1551,8274,"2024-04-24"
1552,223,"2022-08-04"
1553,7228,"2022-11-23"
1554,8903,"2020-02-05"
1555,1925,"2024-04-13"
1556,2190,"2022-02-20"
1557,1003,"2018-04-10"
1558,7118,"2024-05-11"
1559,10706,"2024-12-11"
1560,7184,"2021-08-30"
1561,6699,"2021-05-16"
1562,10368,"2018-09-23"
1563,11178,"2017-10-03"
1564,662,"2024-05-12"
1565,4615,"2020-02-20"
1566,3796,"2021-03-17"
1567,5209,"2022-06-13"
1568,10362,"2024-12-04"
1569,8772,"2019-05-31"
1570,7439,"2022-10-22"
1571,13403,"2023-08-18"
1572,5615,"2017-09-20"
1573,10246,"2023-06-29"
1574,1127,"2020-10-28"
1575,2121,"2024-08-01"
1576,4753,"2018-08-20"
1577,9520,"2020-04-21"
1578,10264,"2018-04-21"
1579,8325,"2017-12-25"
1580,2235,"2019-07-08"
1581,4799,"2018-07-20"
1582,9062,"2023-02-28"
1583,9914,"2022-12-12"
1584,2425,"2017-06-01"
1585,9418,"2020-12-24"
1586,9786,"2023-09-22"
1587,5254,"2020-06-20"
1588,4184,"2017-03-30"
1589,5410,"2019-12-17"
1590,12183,"2019-05-31"
1591,14988,"2017-07-02"
1592,5145,"2023-07-04"
1593,2535,"2021-05-10"
1594,4582,"2017-01-16"
1595,12402,"2021-04-06"
1596,7269,"2020-08-11"
1597,9962,"2022-11-17"
1598,8692,"2024-11-25"
1599,7174,"2023-12-28"
1600,14230,"2024-12-30"
1601,10973,"2021-11-05"
1602,9660,"2017-12-13"
1603,6481,"2020-03-10"
1604,3470,"2024-07-06"
1605,3730,"2018-11-04"
1606,3361,"2021-08-20"
1607,12178,"2019-04-09"
1608,14541,"2019-12-20"
1609,3046,"2019-01-08"
1610,1152,"2024-03-30"
1611,6456,"2021-06-06"
1612,11552,"2022-06-26"
1613,7707,"2021-02-04"
1614,7790,"2019-05-17"
1615,6797,"2022-05-08"
1616,6053,"2023-09-13"
1617,4290,"2024-09-23"
1618,11912,"2022-10-12"
1619,2736,"2020-12-15"
1620,3382,"2020-06-02"
1621,13313,"2024-09-03"
1622,7964,"2024-10-15"
1623,4,"2022-06-11"
1624,10227,"2021-12-28"
1625,6588,"2019-11-16"
1626,6532,"2019-12-15"
1627,4481,"2017-04-15"
1628,9920,"2022-04-14"
1629,4788,"2020-08-11"
1630,6073,"2018-11-19"
1631,10301,"2024-05-27"
1632,5592,"2023-03-20"
1633,2833,"2018-03-31"
1634,6162,"2020-12-05"
1635,7356,"2020-12-21"
1636,5805,"2019-04-23"
1637,12911,"2022-07-16"
1638,9590,"2019-10-13"
1639,2528,"2020-01-04"
1640,1315,"2019-08-17"
1641,11752,"2017-10-22"
1642,12055,"2021-07-05"
1643,13643,"2019-10-25"
1644,9903,"2021-09-25"
1645,1933,"2022-11-04"
1646,1705,"2022-03-30"
1647,13261,"2021-06-06"
1648,1067,"2017-06-23"
1649,8033,"2018-07-31"
1650,13939,"2022-11-04"
1651,1945,"2023-09-19"
1652,2462,"2019-02-07"
1653,10692,"2018-11-22"
1654,7095,"2022-10-03"
1655,483,"2019-04-21"
1656,5514,"2021-10-07"
1657,3727,"2024-03-14"
1658,2335,"2023-03-28"
1659,2067,"2023-03-03"
1660,4986,"2021-09-12"
1661,7927,"2017-10-08"
1662,13809,"2022-11-29"
1663,7188,"2022-05-17"
1664,11993,"2018-08-13"
1665,11159,"2022-12-31"
1666,102,"2024-11-27"
1667,1674,"2023-09-08"
1668,8661,"2021-02-01"
1669,14745,"2019-08-14"
1670,6762,"2022-02-06"
1671,8523,"2017-10-02"
1672,11352,"2019-08-12"
1673,1677,"2024-08-25"
1674,7495,"2023-10-04"
1675,8918,"2023-05-07"
1676,9757,"2017-08-31"
1677,10353,"2023-10-10"
1678,6646,"2020-05-24"
1679,3482,"2021-07-01"
1680,11129,"2024-08-27"
1681,4486,"2023-03-27"
1682,12207,"2023-12-03"
1683,13562,"2023-05-06"
1684,9953,"2017-11-08"
1685,11764,"2017-12-24"
1686,10363,"2023-02-01"
1687,12658,"2022-04-11"
1688,5765,"2023-10-30"
1689,8246,"2019-11-11"
1690,1916,"2018-05-12"
1691,5377,"2024-01-26"
1692,1199,"2024-01-14"
1693,12153,"2017-02-20"
1694,11763,"2020-01-07"
1695,14894,"2021-01-23"
1696,5493,"2017-03-09"
1697,1578,"2023-11-05"
1698,6910,"2020-01-04"
1699,9177,"2017-10-18"
1700,7770,"2022-07-08"
1701,6690,"2023-04-13"
1702,5325,"2018-02-15"
1703,13902,"2024-12-08"
1704,2951,"2017-11-18"
1705,12937,"2024-01-18"
1706,3167,"2023-06-13"
1707,10632,"2018-01-24"
1708,12396,"2019-02-15"
1709,11930,"2022-04-17"
1710,12622,"2023-12-22"
1711,6676,"2022-05-07"
1712,4457,"2022-05-08"
1713,3071,"2020-04-08"
1714,2961,"2021-02-03"
1715,5502,"2021-06-19"
1716,13314,"2019-08-28"
1717,5591,"2023-05-14"
1718,868,"2019-04-06"
1719,13730,"2019-02-02"
1720,14055,"2021-04-28"
1721,5856,"2017-10-30"
1722,892,"2020-02-18"
1723,13047,"2023-01-31"
1724,4395,"2019-05-07"
1725,317,"2023-11-13"
1726,93,"2023-03-23"
1727,9275,"2021-05-07"
1728,8606,"2019-12-25"
1729,3992,"2024-05-09"
1730,1379,"2019-07-27"
1731,214,"2017-11-08"
1732,13831,"2020-12-25"
1733,12295,"2022-11-30"
1734,7929,"2019-09-27"
1735,9910,"2023-02-23"
1736,7053,"2018-10-11"
1737,5881,"2023-09-12"
1738,13597,"2023-02-18"
1739,1059,"2022-08-23"
1740,392,"2018-02-09"
1741,10669,"2022-05-26"
1742,4808,"2022-03-20"
1743,3280,"2021-06-05"
1744,14167,"2023-02-18"
1745,2188,"2024-01-04"
1746,10519,"2020-09-12"
1747,5357,"2017-04-20"
1748,2849,"2021-08-14"
1749,2836,"2017-01-18"
1750,14012,"2023-09-01"
1751,2643,"2023-10-30"
1752,375,"2017-02-06"
1753,60,"2023-03-25"
1754,1555,"2019-09-24"
1755,7130,"2024-07-09"
1756,11738,"2022-04-08"
1757,559,"2020-06-30"
1758,7395,"2021-12-14"
1759,13771,"2022-04-27"
1760,14987,"2024-09-10"
1761,88,"2018-12-13"
1762,8065,"2017-10-07"
1763,12192,"2017-01-26"
1764,11457,"2017-10-09"
1765,7633,"2022-05-23"
1766,14785,"2017-10-18"
1767,7566,"2019-10-07"
1768,7677,"2020-02-07"
1769,3531,"2022-09-03"
1770,7131,"2022-10-02"
1771,10514,"2022-12-08"
1772,4935,"2018-05-29"
1773,1775,"2021-11-24"
1774,12848,"2018-03-16"
1775,10461,"2024-07-21"
1776,10620,"2019-05-12"
1777,14187,"2017-02-17"
1778,7933,"2023-10-29"
1779,3362,"2021-03-26"
1780,1671,"2023-11-06"
1781,9222,"2021-01-25"
1782,8484,"2021-01-20"
1783,2907,"2022-08-03"
1784,2473,"2017-07-05"
1785,12512,"2017-10-01"
1786,553,"2020-04-23"
1787,11576,"2022-07-20"
1788,3658,"2024-06-04"
1789,6096,"2020-02-17"
1790,6720,"2023-09-05"
1791,3452,"2024-07-19"
1792,12409,"2018-07-11"
1793,4412,"2020-07-27"
1794,12625,"2019-11-29"
1795,2247,"2024-04-24"
1796,8013,"2018-06-27"
1797,9808,"2020-09-08"
1798,11412,"2017-08-23"
1799,11736,"2017-04-07"
1800,6969,"2018-01-15"
1801,829,"2020-06-21"
1802,9864,"2024-05-13"
1803,237,"2023-10-20"
1804,5494,"2018-05-04"
1805,96,"2020-05-31"
1806,6318,"2022-03-16"
1807,10112,"2017-06-27"
1808,6770,"2022-01-10"
1809,13049,"2017-08-15"
1810,417,"2023-08-28"
1811,12696,"2022-06-11"
1812,3082,"2019-05-08"
1813,3806,"2022-04-07"
1814,10378,"2017-12-13"
1815,11682,"2022-03-12"
1816,9491,"2024-02-08"
1817,12010,"2021-11-23"
1818,4427,"2017-11-20"
1819,9244,"2022-02-25"
1820,14144,"2023-09-09"
1821,7426,"2023-09-12"
1822,2707,"2017-05-27"
1823,3794,"2021-09-15"
1824,7164,"2021-10-22"
1825,8585,"2021-04-11"
1826,11667,"2021-09-22"
1827,495,"2022-03-16"
1828,6420,"2020-06-20"
1829,12492,"2021-02-11"
1830,5291,"2021-04-07"
1831,11297,"2020-04-29"
1832,14518,"2018-09-04"
1833,2361,"2022-11-10"
1834,2593,"2021-04-24"
1835,5492,"2020-09-25"
1836,8635,"2023-01-28"
1837,528,"2017-06-18"
1838,3492,"2019-04-19"
1839,6151,"2022-05-15"
1840,13120,"2020-05-20"
1841,999,"2020-07-06"
1842,6615,"2022-11-23"
1843,8862,"2019-11-23"
1844,9250,"2024-03-13"
1845,10323,"2024-12-20"
1846,7533,"2022-04-05"
1847,10303,"2021-10-09"
1848,5912,"2022-07-08"
1849,11001,"2022-09-19"
1850,6392,"2023-08-12"
1851,4871,"2020-08-17"
1852,4215,"2024-05-22"
1853,5867,"2023-09-30"
1854,9807,"2017-11-09"
1855,6355,"2017-01-25"
1856,316,"2021-03-31"
1857,513,"2017-03-30"
1858,8442,"2023-03-24"
1859,10082,"2018-06-26"
1860,6465,"2024-01-04"
1861,3950,"2019-01-28"
1862,6734,"2023-10-10"
1863,14018,"2020-07-02"
1864,6219,"2018-09-15"
1865,3137,"2018-06-05"
1866,7404,"2022-04-10"
1867,14061,"2020-07-27"
1868,8398,"2018-06-13"
1869,9086,"2022-08-07"
1870,5542,"2020-03-23"
1871,10542,"2020-08-18"
1872,5670,"2017-12-26"
1873,1647,"2022-08-28"
1874,8411,"2023-12-29"
1875,13006,"2023-08-01"
1876,9466,"2023-01-22"
1877,10867,"2024-11-14"
1878,14213,"2019-05-25"
1879,9261,"2024-01-28"
1880,3805,"2019-10-13"
1881,6468,"2018-05-15"
1882,320,"2021-10-12"
1883,13864,"2021-06-19"
1884,7145,"2017-05-14"
1885,8700,"2017-11-29"
1886,30,"2018-09-09"
1887,181,"2017-10-06"
1888,13509,"2023-03-24"
1889,6725,"2020-02-09"
1890,8564,"2018-02-21"
1891,11731,"2021-05-13"
1892,5466,"2017-09-21"
1893,6938,"2017-10-31"
1894,12293,"2023-06-19"
1895,12716,"2017-09-09"
1896,14633,"2018-11-18"
1897,9612,"2021-04-20"
1898,5060,"2021-01-25"
1899,11995,"2024-02-04"
1900,4451,"2022-04-14"
1901,14382,"2022-06-16"
1902,14741,"2023-03-04"
1903,6627,"2023-05-09"
1904,9866,"2017-10-05"
1905,14477,"2017-09-03"
1906,4652,"2017-11-05"
1907,1774,"2023-07-26"
1908,5687,"2018-10-30"
1909,313,"2019-03-01"
1910,11940,"2022-03-15"
1911,2525,"2019-09-21"
1912,10396,"2024-11-22"
1913,11391,"2018-11-06"
1914,3125,"2019-02-02"
1915,14217,"2019-06-19"
1916,9266,"2022-04-25"
1917,8069,"2018-08-22"
1918,2360,"2022-02-12"
1919,640,"2022-11-06"
1920,4062,"2023-08-21"
1921,4965,"2018-03-22"
1922,12281,"2021-01-08"
1923,6678,"2017-02-02"
1924,5454,"2018-05-06"
1925,6721,"2017-04-08"
1926,6360,"2024-12-23"
1927,12975,"2019-06-29"
1928,5409,"2022-02-13"
1929,8855,"2024-12-16"
1930,6548,"2023-01-18"
1931,6916,"2021-04-08"
1932,8623,"2022-03-17"
1933,3399,"2023-10-13"
1934,1929,"2023-05-27"
1935,8754,"2020-05-09"
1936,12417,"2023-12-28"
1937,5044,"2021-10-14"
1938,9776,"2018-12-18"
1939,14574,"2021-11-08"
1940,3996,"2018-02-09"
1941,11085,"2020-05-17"
